,as_of_date,company_name,followers_count
556994,2017-02-21,Splunk,72507
557007,2017-02-21,Tesla,926285
557021,2017-02-21,Vertex Pharmaceuticals,60314
557035,2017-02-21,Microsoft,3466989
557161,2017-02-21,Cadence Design Systems,61893
557229,2017-02-21,Comcast,188034
557233,2017-02-21,Xcel Energy,40100
557240,2017-02-21,Marriott International,502826
557280,2017-02-21,O'Reilly Auto Parts,23076
557288,2017-02-21,Micron Technology,76920
557304,2017-02-21,Align Technology,19983
557365,2017-02-21,KLA-Tencor,60561
557368,2017-02-21,PACCAR,34183
557376,2017-02-21,Microchip Technology Inc.,48850
557380,2017-02-21,Mercadolibre.com,39429
557432,2017-02-21,VERISIGN,23956
557516,2017-02-21,Qualcomm,274268
557544,2017-02-21,NetEase,26828
557607,2017-02-21,Activision,93007
557642,2017-02-21,Paychex,48589
557740,2017-02-21,Dexcom,14285
557904,2017-02-21,ADP,376716
558011,2017-02-21,Amgen,260107
558185,2017-02-21,Illumina,84743
558354,2017-02-21,NVIDIA,198434
558375,2017-02-21,PepsiCo,1386333
558384,2017-02-21,Copart,15612
558395,2017-02-21,Intuit,129911
558397,2017-02-21,Facebook,1453421
558590,2017-02-22,AMD,151763
558651,2017-02-22,Cognizant,1055749
558701,2017-02-22,Cisco,1388606
558725,2017-02-22,CDW,65502
558732,2017-02-22,Intel Corporation,848666
558793,2017-02-22,Fiserv,133265
558853,2017-02-22,Sirius XM Radio Inc.,27999
558872,2017-02-22,T-Mobile,212133
558926,2017-02-22,eBay,265506
558928,2017-02-22,Lam Research,35040
558936,2017-02-22,Amazon,2037625
558960,2017-02-22,Adobe,657481
558972,2017-02-22,ASML,73817
559028,2017-02-22,Xilinx,71165
559043,2017-02-22,PayPal,233925
559060,2017-02-22,Apple,3313945
559138,2017-02-22,Cintas,63840
559149,2017-02-22,Verisk Analytics,24014
559184,2017-02-22,Google,4703974
559199,2017-02-22,Maxim Integrated,42015
559233,2017-02-22,Texas Instruments,223115
559249,2017-02-22,Atlassian,74928
559315,2017-02-22,Exelon,58933
559322,2017-02-22,Incyte,9168
559362,2017-02-22,Biogen,120863
559367,2017-02-22,lululemon,149704
559380,2017-02-22,TripAdvisor,146376
559392,2017-02-22,Workday,131275
559426,2017-02-22,CSX,51270
559433,2017-02-22,IDEXX,37141
559436,2017-02-22,Synopsys Inc,96358
559468,2017-02-22,Electronic Arts (EA),273384
559573,2017-02-22,DocuSign,36234
559579,2017-02-22,Starbucks,766405
559645,2017-02-22,Gilead Sciences,143365
559676,2017-02-22,Dollar Tree Stores,29958
559695,2017-02-22,Cerner Corporation,110865
559736,2017-02-22,Analog Devices,60218
559741,2017-02-22,Broadcom Limited,132830
559770,2017-02-22,Marvell Semiconductor,81753
559815,2017-02-22,Match.com,9113
559820,2017-02-22,Applied Materials,103129
559826,2017-02-22,Charter Communications,48940
559830,2017-02-22,21st Century Fox,8329
559835,2017-02-22,Intuitive Surgical,46639
559837,2017-02-22,The Kraft Heinz Company,281147
559842,2017-02-22,Netflix,404357
559844,2017-02-22,Mondelēz International,606014
559847,2017-02-22,Monster Energy,31610
559851,2017-02-22,Costco Wholesale,158702
559853,2017-02-22,NXP Semiconductors,107151
559867,2017-02-22,Walgreens,196273
559875,2017-02-22,American Electric Power,35138
559993,2017-02-22,Splunk,72559
560006,2017-02-22,Tesla,927177
560017,2017-02-22,Vertex Pharmaceuticals,60357
560035,2017-02-22,Microsoft,3469752
560148,2017-02-22,Cadence Design Systems,61924
560214,2017-02-22,Comcast,188118
560226,2017-02-22,Xcel Energy,40120
560234,2017-02-22,Marriott International,503220
560274,2017-02-22,O'Reilly Auto Parts,23098
560283,2017-02-22,Micron Technology,76979
560302,2017-02-22,Align Technology,20000
560362,2017-02-22,KLA-Tencor,60575
560365,2017-02-22,PACCAR,34193
560372,2017-02-22,Microchip Technology Inc.,48876
560376,2017-02-22,Mercadolibre.com,39485
560431,2017-02-22,VERISIGN,23958
560509,2017-02-22,Qualcomm,274413
560539,2017-02-22,NetEase,26865
560602,2017-02-22,Activision,93066
560640,2017-02-22,Paychex,48605
560744,2017-02-22,Dexcom,14298
560904,2017-02-22,ADP,376899
561013,2017-02-22,Amgen,260281
561193,2017-02-22,Illumina,84839
561356,2017-02-22,NVIDIA,198541
561379,2017-02-22,PepsiCo,1387339
561390,2017-02-22,Copart,15617
561401,2017-02-22,Intuit,129964
561403,2017-02-22,Facebook,1454528
561591,2017-02-23,AMD,151890
561655,2017-02-23,Cognizant,1056224
561708,2017-02-23,Cisco,1389140
561735,2017-02-23,CDW,65524
561742,2017-02-23,Intel Corporation,849104
561795,2017-02-23,Fiserv,133357
561859,2017-02-23,Sirius XM Radio Inc.,28016
561876,2017-02-23,T-Mobile,212212
561928,2017-02-23,eBay,265611
561930,2017-02-23,Lam Research,35071
561937,2017-02-23,Amazon,2039753
561962,2017-02-23,Adobe,657718
561975,2017-02-23,ASML,73855
562035,2017-02-23,Xilinx,71196
562051,2017-02-23,PayPal,234052
562068,2017-02-23,Apple,3315351
562150,2017-02-23,Cintas,63864
562162,2017-02-23,Verisk Analytics,24034
562194,2017-02-23,Google,4706543
562210,2017-02-23,Maxim Integrated,42044
562244,2017-02-23,Texas Instruments,223222
562260,2017-02-23,Atlassian,74977
562324,2017-02-23,Exelon,58947
562331,2017-02-23,Incyte,9186
562370,2017-02-23,Biogen,120933
562375,2017-02-23,lululemon,149921
562386,2017-02-23,TripAdvisor,146472
562397,2017-02-23,Workday,131398
562428,2017-02-23,CSX,51320
562435,2017-02-23,IDEXX,37181
562438,2017-02-23,Synopsys Inc,96398
562474,2017-02-23,Electronic Arts (EA),273518
562584,2017-02-23,DocuSign,36271
562591,2017-02-23,Starbucks,766737
562683,2017-02-23,Dollar Tree Stores,29966
562704,2017-02-23,Cerner Corporation,110932
562746,2017-02-23,Analog Devices,60257
562751,2017-02-23,Broadcom Limited,132871
562779,2017-02-23,Marvell Semiconductor,81769
562822,2017-02-23,Match.com,9117
562825,2017-02-23,Applied Materials,103166
562831,2017-02-23,Charter Communications,48980
562835,2017-02-23,21st Century Fox,8332
562840,2017-02-23,Intuitive Surgical,46676
562842,2017-02-23,The Kraft Heinz Company,281411
562845,2017-02-23,Netflix,404810
562848,2017-02-23,Mondelēz International,606383
562851,2017-02-23,Monster Energy,31644
562854,2017-02-23,Costco Wholesale,158788
562856,2017-02-23,NXP Semiconductors,107214
562864,2017-02-23,Gilead Sciences,143503
562869,2017-02-23,Walgreens,196345
562877,2017-02-23,American Electric Power,35152
563004,2017-02-23,Splunk,72613
563015,2017-02-23,Tesla,928084
563026,2017-02-23,Vertex Pharmaceuticals,60404
563034,2017-02-23,Microsoft,3472485
563146,2017-02-23,Cadence Design Systems,61951
563214,2017-02-23,Comcast,188197
563224,2017-02-23,Xcel Energy,40146
563231,2017-02-23,Marriott International,503653
563274,2017-02-23,O'Reilly Auto Parts,23120
563282,2017-02-23,Micron Technology,77022
563300,2017-02-23,Align Technology,20015
563358,2017-02-23,KLA-Tencor,60584
563361,2017-02-23,PACCAR,34210
563370,2017-02-23,Microchip Technology Inc.,48912
563375,2017-02-23,Mercadolibre.com,39539
563423,2017-02-23,VERISIGN,23965
563510,2017-02-23,Qualcomm,274559
563537,2017-02-23,NetEase,26901
563602,2017-02-23,Activision,93121
563635,2017-02-23,Paychex,48613
563722,2017-02-23,Dexcom,14318
563893,2017-02-23,ADP,377086
564003,2017-02-23,Amgen,260462
564196,2017-02-23,Illumina,84934
564362,2017-02-23,NVIDIA,198668
564385,2017-02-23,PepsiCo,1388273
564397,2017-02-23,Copart,15637
564410,2017-02-23,Intuit,130020
564411,2017-02-23,Facebook,1455688
564604,2017-02-24,AMD,152026
564667,2017-02-24,Cognizant,1056655
564718,2017-02-24,Cisco,1389776
564744,2017-02-24,CDW,65546
564751,2017-02-24,Intel Corporation,849491
564806,2017-02-24,Fiserv,133424
564861,2017-02-24,Sirius XM Radio Inc.,28032
564879,2017-02-24,T-Mobile,212307
564933,2017-02-24,eBay,265710
564935,2017-02-24,Lam Research,35088
564945,2017-02-24,Amazon,2041591
564968,2017-02-24,Adobe,657919
564979,2017-02-24,ASML,73897
565032,2017-02-24,Xilinx,71222
565049,2017-02-24,PayPal,234155
565066,2017-02-24,Apple,3316714
565147,2017-02-24,Cintas,63913
565163,2017-02-24,Verisk Analytics,24052
565195,2017-02-24,Google,4708923
565211,2017-02-24,Maxim Integrated,42068
565245,2017-02-24,Texas Instruments,223320
565263,2017-02-24,Atlassian,75044
565325,2017-02-24,Exelon,58976
565334,2017-02-24,Incyte,9197
565372,2017-02-24,Biogen,121021
565377,2017-02-24,lululemon,150074
565387,2017-02-24,TripAdvisor,146530
565399,2017-02-24,Workday,131502
565432,2017-02-24,CSX,51362
565440,2017-02-24,IDEXX,37194
565443,2017-02-24,Synopsys Inc,96431
565476,2017-02-24,Electronic Arts (EA),273643
565585,2017-02-24,DocuSign,36303
565590,2017-02-24,Starbucks,767028
565688,2017-02-24,Dollar Tree Stores,29975
565710,2017-02-24,Cerner Corporation,110976
565753,2017-02-24,Analog Devices,60296
565757,2017-02-24,Broadcom Limited,132912
565788,2017-02-24,Marvell Semiconductor,81784
565831,2017-02-24,Match.com,9121
565834,2017-02-24,Applied Materials,103195
565839,2017-02-24,Charter Communications,49005
565843,2017-02-24,21st Century Fox,8340
565847,2017-02-24,Intuitive Surgical,46695
565850,2017-02-24,The Kraft Heinz Company,281587
565853,2017-02-24,Netflix,405206
565856,2017-02-24,Mondelēz International,606681
565859,2017-02-24,Monster Energy,31673
565863,2017-02-24,Costco Wholesale,158869
565866,2017-02-24,NXP Semiconductors,107264
565874,2017-02-24,Gilead Sciences,143625
565880,2017-02-24,Walgreens,196424
565888,2017-02-24,American Electric Power,35178
566011,2017-02-24,Splunk,72664
566024,2017-02-24,Tesla,928945
566036,2017-02-24,Vertex Pharmaceuticals,60425
566044,2017-02-24,Microsoft,3474807
566159,2017-02-24,Cadence Design Systems,61971
566232,2017-02-24,Comcast,188273
566240,2017-02-24,Xcel Energy,40160
566246,2017-02-24,Marriott International,504096
566287,2017-02-24,O'Reilly Auto Parts,23138
566298,2017-02-24,Micron Technology,77054
566319,2017-02-24,Align Technology,20033
566376,2017-02-24,KLA-Tencor,60597
566379,2017-02-24,PACCAR,34226
566386,2017-02-24,Microchip Technology Inc.,48933
566391,2017-02-24,Mercadolibre.com,39576
566441,2017-02-24,VERISIGN,23966
566532,2017-02-24,Qualcomm,274686
566564,2017-02-24,NetEase,26936
566620,2017-02-24,Activision,93162
566650,2017-02-24,Paychex,48632
566757,2017-02-24,Dexcom,14324
566928,2017-02-24,ADP,377235
567032,2017-02-24,Amgen,260594
567212,2017-02-24,Illumina,85040
567381,2017-02-24,NVIDIA,198794
567401,2017-02-24,PepsiCo,1389036
567413,2017-02-24,Copart,15649
567424,2017-02-24,Intuit,130076
567425,2017-02-24,Facebook,1456714
567624,2017-02-25,AMD,152108
567679,2017-02-25,Cognizant,1057075
567733,2017-02-25,Cisco,1390264
567758,2017-02-25,CDW,65564
567766,2017-02-25,Intel Corporation,849817
567826,2017-02-25,Fiserv,133471
567882,2017-02-25,Sirius XM Radio Inc.,28046
567901,2017-02-25,T-Mobile,212380
567951,2017-02-25,eBay,265811
567953,2017-02-25,Lam Research,35127
567961,2017-02-25,Amazon,2043210
567987,2017-02-25,Adobe,658119
567999,2017-02-25,ASML,73926
568054,2017-02-25,Xilinx,71238
568067,2017-02-25,PayPal,234253
568082,2017-02-25,Apple,3317851
568160,2017-02-25,Cintas,63945
568172,2017-02-25,Verisk Analytics,24075
568205,2017-02-25,Google,4710976
568220,2017-02-25,Maxim Integrated,42086
568257,2017-02-25,Texas Instruments,223398
568271,2017-02-25,Atlassian,75088
568343,2017-02-25,Exelon,58998
568353,2017-02-25,Incyte,9205
568397,2017-02-25,Biogen,121089
568402,2017-02-25,lululemon,150165
568412,2017-02-25,TripAdvisor,146595
568426,2017-02-25,Workday,131614
568460,2017-02-25,CSX,51384
568466,2017-02-25,IDEXX,37209
568469,2017-02-25,Synopsys Inc,96454
568504,2017-02-25,Electronic Arts (EA),273766
568612,2017-02-25,DocuSign,36337
568617,2017-02-25,Starbucks,767242
568707,2017-02-25,Dollar Tree Stores,29985
568727,2017-02-25,Cerner Corporation,111012
568767,2017-02-25,Analog Devices,60315
568768,2017-02-25,Comcast,188323
568772,2017-02-25,Broadcom Limited,132937
568805,2017-02-25,Marvell Semiconductor,81796
568847,2017-02-25,Match.com,9127
568850,2017-02-25,Applied Materials,103240
568855,2017-02-25,Charter Communications,49008
568861,2017-02-25,21st Century Fox,8348
568865,2017-02-25,Intuitive Surgical,46717
568867,2017-02-25,The Kraft Heinz Company,281763
568871,2017-02-25,Netflix,405499
568874,2017-02-25,Mondelēz International,606940
568877,2017-02-25,Monster Energy,31699
568880,2017-02-25,Costco Wholesale,158929
568882,2017-02-25,NXP Semiconductors,107317
568889,2017-02-25,Gilead Sciences,143711
568894,2017-02-25,Walgreens,196473
568903,2017-02-25,American Electric Power,35186
569027,2017-02-25,Splunk,72708
569039,2017-02-25,Tesla,929622
569051,2017-02-25,Vertex Pharmaceuticals,60465
569052,2017-02-25,Microsoft,3476823
569180,2017-02-25,Cadence Design Systems,61988
569257,2017-02-25,Xcel Energy,40170
569266,2017-02-25,Marriott International,504399
569308,2017-02-25,O'Reilly Auto Parts,23154
569318,2017-02-25,Micron Technology,77088
569334,2017-02-25,Align Technology,20043
569389,2017-02-25,KLA-Tencor,60610
569392,2017-02-25,PACCAR,34237
569399,2017-02-25,Microchip Technology Inc.,48948
569406,2017-02-25,Mercadolibre.com,39610
569457,2017-02-25,VERISIGN,23968
569546,2017-02-25,Qualcomm,274787
569577,2017-02-25,NetEase,26960
569633,2017-02-25,Activision,93212
569670,2017-02-25,Paychex,48644
569769,2017-02-25,Dexcom,14334
569950,2017-02-25,ADP,377354
570052,2017-02-25,Amgen,260729
570231,2017-02-25,Illumina,85137
570393,2017-02-25,NVIDIA,198910
570412,2017-02-25,PepsiCo,1389712
570424,2017-02-25,Copart,15655
570436,2017-02-25,Intuit,130135
570437,2017-02-25,Facebook,1457567
570626,2017-02-26,AMD,152172
570689,2017-02-26,Cognizant,1057349
570740,2017-02-26,Cisco,1390620
570765,2017-02-26,CDW,65574
570773,2017-02-26,Intel Corporation,850038
570833,2017-02-26,Fiserv,133508
570893,2017-02-26,Sirius XM Radio Inc.,28051
570914,2017-02-26,T-Mobile,212423
570969,2017-02-26,eBay,265859
570972,2017-02-26,Lam Research,35153
570980,2017-02-26,Amazon,2044204
571008,2017-02-26,Adobe,658276
571020,2017-02-26,ASML,73954
571074,2017-02-26,Xilinx,71258
571088,2017-02-26,PayPal,234347
571106,2017-02-26,Apple,3318667
571194,2017-02-26,Cintas,63976
571207,2017-02-26,Verisk Analytics,24087
571238,2017-02-26,Google,4712384
571254,2017-02-26,Maxim Integrated,42099
571292,2017-02-26,Texas Instruments,223457
571307,2017-02-26,Atlassian,75130
571376,2017-02-26,Exelon,59014
571383,2017-02-26,Incyte,9211
571418,2017-02-26,Biogen,121127
571427,2017-02-26,lululemon,150238
571440,2017-02-26,TripAdvisor,146641
571451,2017-02-26,Workday,131667
571481,2017-02-26,CSX,51409
571488,2017-02-26,IDEXX,37223
571491,2017-02-26,Synopsys Inc,96482
571528,2017-02-26,Electronic Arts (EA),273857
571633,2017-02-26,DocuSign,36340
571638,2017-02-26,Starbucks,767411
571701,2017-02-26,Gilead Sciences,143767
571731,2017-02-26,Dollar Tree Stores,29990
571751,2017-02-26,Cerner Corporation,111052
571791,2017-02-26,Analog Devices,60333
571796,2017-02-26,Broadcom Limited,132963
571825,2017-02-26,Marvell Semiconductor,81802
571868,2017-02-26,Match.com,9131
571871,2017-02-26,Applied Materials,103271
571877,2017-02-26,Charter Communications,49025
571882,2017-02-26,21st Century Fox,8351
571887,2017-02-26,Intuitive Surgical,46735
571889,2017-02-26,The Kraft Heinz Company,281899
571892,2017-02-26,Netflix,405682
571896,2017-02-26,Mondelēz International,607076
571900,2017-02-26,Monster Energy,31715
571903,2017-02-26,Costco Wholesale,158967
571905,2017-02-26,NXP Semiconductors,107350
571919,2017-02-26,Walgreens,196505
571929,2017-02-26,American Electric Power,35198
572052,2017-02-26,Splunk,72742
572061,2017-02-26,Tesla,930127
572075,2017-02-26,Vertex Pharmaceuticals,60480
572078,2017-02-26,Microsoft,3478232
572192,2017-02-26,Cadence Design Systems,62004
572264,2017-02-26,Comcast,188350
572275,2017-02-26,Xcel Energy,40167
572285,2017-02-26,Marriott International,504654
572325,2017-02-26,O'Reilly Auto Parts,23164
572334,2017-02-26,Micron Technology,77116
572356,2017-02-26,Align Technology,20051
572410,2017-02-26,KLA-Tencor,60615
572415,2017-02-26,PACCAR,34240
572422,2017-02-26,Microchip Technology Inc.,48967
572427,2017-02-26,Mercadolibre.com,39623
572470,2017-02-26,VERISIGN,23969
572550,2017-02-26,Qualcomm,274860
572582,2017-02-26,NetEase,26982
572645,2017-02-26,Activision,93234
572678,2017-02-26,Paychex,48650
572776,2017-02-26,Dexcom,14337
572945,2017-02-26,ADP,377407
573054,2017-02-26,Amgen,260794
573230,2017-02-26,Illumina,85192
573398,2017-02-26,NVIDIA,198995
573419,2017-02-26,PepsiCo,1390144
573432,2017-02-26,Copart,15658
573444,2017-02-26,Intuit,130172
573446,2017-02-26,Facebook,1458182
573636,2017-02-27,AMD,152232
573699,2017-02-27,Cognizant,1057608
573749,2017-02-27,Cisco,1390982
573774,2017-02-27,CDW,65585
573780,2017-02-27,Intel Corporation,850300
573837,2017-02-27,Fiserv,133542
573892,2017-02-27,Sirius XM Radio Inc.,28061
573912,2017-02-27,T-Mobile,212488
573970,2017-02-27,eBay,265909
573973,2017-02-27,Lam Research,35180
573983,2017-02-27,Amazon,2045308
574009,2017-02-27,Adobe,658419
574022,2017-02-27,ASML,73976
574080,2017-02-27,Xilinx,71265
574094,2017-02-27,PayPal,234422
574113,2017-02-27,Apple,3319540
574198,2017-02-27,Cintas,63999
574210,2017-02-27,Verisk Analytics,24092
574240,2017-02-27,Google,4713961
574256,2017-02-27,Maxim Integrated,42115
574291,2017-02-27,Texas Instruments,223531
574307,2017-02-27,Atlassian,75173
574372,2017-02-27,Exelon,59023
574379,2017-02-27,Incyte,9215
574414,2017-02-27,Biogen,121182
574424,2017-02-27,lululemon,150328
574434,2017-02-27,TripAdvisor,146679
574446,2017-02-27,Workday,131713
574476,2017-02-27,CSX,51425
574485,2017-02-27,IDEXX,37226
574488,2017-02-27,Synopsys Inc,96504
574525,2017-02-27,Electronic Arts (EA),273951
574641,2017-02-27,DocuSign,36354
574647,2017-02-27,Starbucks,767574
574748,2017-02-27,Dollar Tree Stores,29999
574768,2017-02-27,Cerner Corporation,111099
574807,2017-02-27,Analog Devices,60357
574812,2017-02-27,Broadcom Limited,132988
574843,2017-02-27,Marvell Semiconductor,81812
574885,2017-02-27,Match.com,9137
574888,2017-02-27,Applied Materials,103303
574895,2017-02-27,Charter Communications,49031
574899,2017-02-27,21st Century Fox,8354
574903,2017-02-27,Intuitive Surgical,46748
574905,2017-02-27,The Kraft Heinz Company,282004
574908,2017-02-27,Netflix,405884
574911,2017-02-27,Mondelēz International,607251
574914,2017-02-27,Monster Energy,31731
574917,2017-02-27,Costco Wholesale,159002
574919,2017-02-27,NXP Semiconductors,107396
574926,2017-02-27,Gilead Sciences,143840
574931,2017-02-27,Walgreens,196527
574944,2017-02-27,American Electric Power,35209
575069,2017-02-27,Splunk,72781
575079,2017-02-27,Tesla,930667
575084,2017-02-27,Microsoft,3479647
575089,2017-02-27,Vertex Pharmaceuticals,60494
575202,2017-02-27,Cadence Design Systems,62035
575265,2017-02-27,Comcast,188385
575273,2017-02-27,Xcel Energy,40176
575281,2017-02-27,Marriott International,504916
575325,2017-02-27,O'Reilly Auto Parts,23174
575333,2017-02-27,Micron Technology,77145
575354,2017-02-27,Align Technology,20057
575411,2017-02-27,KLA-Tencor,60629
575414,2017-02-27,PACCAR,34247
575423,2017-02-27,Microchip Technology Inc.,48991
575428,2017-02-27,Mercadolibre.com,39635
575470,2017-02-27,VERISIGN,23968
575558,2017-02-27,Qualcomm,274954
575587,2017-02-27,NetEase,27011
575647,2017-02-27,Activision,93259
575685,2017-02-27,Paychex,48651
575778,2017-02-27,Dexcom,14340
575950,2017-02-27,ADP,377455
576189,2017-02-27,Amgen,260868
576248,2017-02-27,Illumina,85248
576410,2017-02-27,NVIDIA,199087
576434,2017-02-27,PepsiCo,1390601
576446,2017-02-27,Copart,15658
576456,2017-02-27,Intuit,130205
576459,2017-02-27,Facebook,1458874
576655,2017-02-28,AMD,152464
576716,2017-02-28,Cognizant,1058297
576771,2017-02-28,Cisco,1392053
576793,2017-02-28,CDW,65612
576800,2017-02-28,Intel Corporation,851049
576855,2017-02-28,Fiserv,133664
576912,2017-02-28,Sirius XM Radio Inc.,28083
576931,2017-02-28,T-Mobile,212628
576982,2017-02-28,eBay,266071
576985,2017-02-28,Lam Research,35249
576995,2017-02-28,Amazon,2050197
577022,2017-02-28,Adobe,658819
577033,2017-02-28,ASML,74055
577085,2017-02-28,Xilinx,71290
577100,2017-02-28,PayPal,234641
577119,2017-02-28,Apple,3321903
577201,2017-02-28,Cintas,64051
577214,2017-02-28,Verisk Analytics,24109
577245,2017-02-28,Google,4718418
577260,2017-02-28,Maxim Integrated,42158
577295,2017-02-28,Texas Instruments,223722
577309,2017-02-28,Atlassian,75280
577374,2017-02-28,Exelon,59067
577382,2017-02-28,Incyte,9228
577422,2017-02-28,Biogen,121324
577431,2017-02-28,lululemon,150601
577441,2017-02-28,TripAdvisor,146831
577452,2017-02-28,Workday,131882
577483,2017-02-28,CSX,51475
577491,2017-02-28,IDEXX,37253
577494,2017-02-28,Synopsys Inc,96556
577528,2017-02-28,Electronic Arts (EA),274259
577640,2017-02-28,DocuSign,36379
577645,2017-02-28,Starbucks,768036
577740,2017-02-28,Dollar Tree Stores,30021
577760,2017-02-28,Cerner Corporation,111226
577804,2017-02-28,Analog Devices,60412
577809,2017-02-28,Broadcom Limited,133075
577841,2017-02-28,Marvell Semiconductor,81842
577887,2017-02-28,Match.com,9147
577890,2017-02-28,Applied Materials,103422
577896,2017-02-28,Charter Communications,49083
577900,2017-02-28,21st Century Fox,8365
577905,2017-02-28,Intuitive Surgical,46789
577907,2017-02-28,The Kraft Heinz Company,282281
577910,2017-02-28,Netflix,406554
577913,2017-02-28,Mondelēz International,607725
577916,2017-02-28,Monster Energy,31792
577920,2017-02-28,Costco Wholesale,159161
577922,2017-02-28,NXP Semiconductors,107494
577930,2017-02-28,Gilead Sciences,144073
577935,2017-02-28,Walgreens,196637
577951,2017-02-28,American Electric Power,35230
578060,2017-02-28,Splunk,72880
578075,2017-02-28,Tesla,932113
578079,2017-02-28,Microsoft,3483209
578084,2017-02-28,Vertex Pharmaceuticals,60548
578203,2017-02-28,Cadence Design Systems,62048
578270,2017-02-28,Comcast,188525
578281,2017-02-28,Xcel Energy,40201
578289,2017-02-28,Marriott International,505617
578333,2017-02-28,O'Reilly Auto Parts,23192
578341,2017-02-28,Micron Technology,77248
578363,2017-02-28,Align Technology,20089
578422,2017-02-28,KLA-Tencor,60639
578425,2017-02-28,PACCAR,34260
578433,2017-02-28,Microchip Technology Inc.,49056
578440,2017-02-28,Mercadolibre.com,39674
578488,2017-02-28,VERISIGN,23974
578575,2017-02-28,Qualcomm,275184
578607,2017-02-28,NetEase,27074
578665,2017-02-28,Activision,93337
578693,2017-02-28,Paychex,48679
578804,2017-02-28,Dexcom,14363
578972,2017-02-28,ADP,377652
579079,2017-02-28,Amgen,261106
579260,2017-02-28,Illumina,85363
579430,2017-02-28,NVIDIA,199309
579450,2017-02-28,PepsiCo,1391929
579460,2017-02-28,Copart,15681
579476,2017-02-28,Intuit,130296
579478,2017-02-28,Facebook,1460765
579665,2017-03-01,AMD,152487
579724,2017-03-01,Cognizant,1058334
579775,2017-03-01,Cisco,1392120
579800,2017-03-01,CDW,65618
579806,2017-03-01,Intel Corporation,851100
579866,2017-03-01,Fiserv,133677
579926,2017-03-01,Sirius XM Radio Inc.,28087
579946,2017-03-01,T-Mobile,212634
580003,2017-03-01,eBay,266092
580005,2017-03-01,Lam Research,35253
580015,2017-03-01,Amazon,2050667
580040,2017-03-01,Adobe,658844
580053,2017-03-01,ASML,74059
580104,2017-03-01,Xilinx,71291
580118,2017-03-01,PayPal,234663
580135,2017-03-01,Apple,3322122
580221,2017-03-01,Cintas,64053
580238,2017-03-01,Verisk Analytics,24109
580272,2017-03-01,Google,4718775
580287,2017-03-01,Maxim Integrated,42157
580322,2017-03-01,Texas Instruments,223747
580337,2017-03-01,Atlassian,75298
580403,2017-03-01,Exelon,59074
580413,2017-03-01,Incyte,9231
580452,2017-03-01,Biogen,121342
580460,2017-03-01,lululemon,150623
580471,2017-03-01,TripAdvisor,146852
580483,2017-03-01,Workday,131899
580512,2017-03-01,CSX,51481
580519,2017-03-01,IDEXX,37257
580523,2017-03-01,Synopsys Inc,96558
580558,2017-03-01,Electronic Arts (EA),274282
580666,2017-03-01,DocuSign,36382
580671,2017-03-01,Starbucks,768080
580735,2017-03-01,Gilead Sciences,144090
580769,2017-03-01,Dollar Tree Stores,30021
580789,2017-03-01,Cerner Corporation,111234
580830,2017-03-01,Analog Devices,60417
580835,2017-03-01,Broadcom Limited,133089
580865,2017-03-01,Marvell Semiconductor,81840
580907,2017-03-01,Match.com,9149
580910,2017-03-01,Applied Materials,103429
580915,2017-03-01,Charter Communications,49091
580920,2017-03-01,21st Century Fox,8365
580924,2017-03-01,Intuitive Surgical,46798
580926,2017-03-01,The Kraft Heinz Company,282304
580929,2017-03-01,Netflix,406637
580932,2017-03-01,Mondelēz International,607764
580935,2017-03-01,Monster Energy,31797
580939,2017-03-01,Costco Wholesale,159183
580941,2017-03-01,NXP Semiconductors,107506
580957,2017-03-01,Walgreens,196646
580969,2017-03-01,American Electric Power,35236
581078,2017-03-01,Splunk,72890
581087,2017-03-01,Microsoft,3483448
581090,2017-03-01,Tesla,932250
581100,2017-03-01,Vertex Pharmaceuticals,60557
581219,2017-03-01,Cadence Design Systems,62049
581284,2017-03-01,Comcast,188538
581294,2017-03-01,Xcel Energy,40204
581302,2017-03-01,Marriott International,505670
581344,2017-03-01,O'Reilly Auto Parts,23195
581352,2017-03-01,Micron Technology,77251
581372,2017-03-01,Align Technology,20090
581433,2017-03-01,KLA-Tencor,60640
581436,2017-03-01,PACCAR,34258
581443,2017-03-01,Microchip Technology Inc.,49059
581446,2017-03-01,Mercadolibre.com,39679
581497,2017-03-01,VERISIGN,23973
581584,2017-03-01,Qualcomm,275205
581616,2017-03-01,NetEase,27082
581673,2017-03-01,Activision,93347
581711,2017-03-01,Paychex,48683
581811,2017-03-01,Dexcom,14367
581979,2017-03-01,ADP,377672
582088,2017-03-01,Amgen,261131
582270,2017-03-01,Illumina,85378
582439,2017-03-01,NVIDIA,199341
582460,2017-03-01,PepsiCo,1392062
582473,2017-03-01,Copart,15683
582486,2017-03-01,Intuit,130310
582488,2017-03-01,Facebook,1460941
582671,2017-03-02,AMD,152615
582731,2017-03-02,Cognizant,1058698
582781,2017-03-02,Cisco,1392728
582809,2017-03-02,CDW,65636
582846,2017-03-02,Intel Corporation,851488
582878,2017-03-02,Fiserv,133738
582935,2017-03-02,Sirius XM Radio Inc.,28095
582954,2017-03-02,T-Mobile,212707
583011,2017-03-02,eBay,266201
583017,2017-03-02,Lam Research,35291
583026,2017-03-02,Amazon,2053148
583053,2017-03-02,Adobe,659046
583066,2017-03-02,ASML,74101
583116,2017-03-02,Xilinx,71316
583130,2017-03-02,PayPal,234790
583150,2017-03-02,Apple,3323394
